rank,nome,avaliacao
9298,BattleGoats,7.31
9299,Night Drop: 6 June 44,7.37
9300,Numeri,5.89
9301,Striker,6.59
9302,National Economy Mecenat,6.90
9303,Bestiary of Sigillum,7.15
9304,Athlas: Duel for Divinity,6.39
9305,Warsaw Rising Up 1945-1980,6.78
9306,Pac-Man: The Board Game,6.18
9307,Titans Tactics,6.75
9308,Super Farmer,5.72
9309,Regatta,6.06
9310,RED,6.93
9311,Geometric Art,6.97
9312,Glory,7.63
9313,Holdfast: Korea 1950-51,6.74
9314,Space Invaders,7.09
9315,Bushido,8.49
9316,Monopoly: The Mega Edition,6.04
9317,The Dogs of War,8.96
9318,Fired Up,7.65
9319,Hannibal Barkas,7.21
9320,Città-Stato,7.22
9321,Qwingo,6.15
9322,Fiery Dragons,6.10
9323,18Ruhr,7.73
9324,Sans Alliés,6.82
9325,Fulda Gap: The First Battle of the Next War,6.30
9326,Vanished Planet,5.83
9327,Utopian Rummy,6.71
9328,Eagles of the Empire: Spanish Eagles,7.08
9329,Spy Tricks,6.62
9330,Mobile Frame Zero: Rapid Attack,7.75
9331,Seastrike,7.26
9332,Utopia Engine: Beast Hunter,7.30
9333,Infinity N4: Core Rules,8.76
9334,Scattergories Categories,6.08
9335,Tin Helm,7.37
9336,Cranium Party Playoff,6.10
9337,Wild Vikings,6.11
9338,Multiplayer Pentago,6.28
9339,Risk: Black Ops,6.84
9340,Congo: Adventures in the Heart of Africa,8.61
9341,Antietam: Burnished Rows of Steel,6.68
9342,The Crusades: Western Invasions of the Holy Land 1097-1191 A.D.,6.31
9343,Disposable Heroes and Coffin For Seven Brothers: Infantry and Vehicle Small Unit Skirmish Wargaming in WWII,7.59
9344,Carrier Strike!,6.02
9345,Portal,6.04
9346,Downtown,6.33
9347,Medieval Realms,7.18
9348,"Afrikakorps: Decision in the Desert, 1941-42",7.47
9349,"Aspern-Essling: Napoleon on the Danube, 1809",6.73
9350,"Oh, Pharaoh!",5.85
9351,Ramen,6.49
9352,Funky Chicken,6.31
9353,4 Player Chess,5.96
9354,Doughnut Drive-Thru,6.01
9355,Great Scott!,6.75
9356,Testament,7.43
9357,Maurice: War in an Age of Gentlemen and Philosophers – 1690-1790,8.29
9358,Perpetual-Motion Machine,6.10
9359,Tooth & Nail: Factions,6.16
9360,Ukiyo,7.25
9361,Twin Stars: Adventure Series II,7.20
9362,Hat-Trick,7.00
9363,Across the Pacific,8.07
9364,Second World War at Sea: Coral Sea,7.24
9365,Saganami Island Tactical Simulator,6.87
9366,Grim Doom,7.58
9367,Manaforge,7.03
9368,"Maori Wars: The New Zealand Land Wars, 1845-1872",7.33
9369,Dog Lover,7.11
9370,Waka Tanka,6.18
9371,Xibalba,6.65
9372,JunKing,6.33
9373,Second World War at Sea: Strike South,7.07
9374,The Coldest Night,6.28
9375,Ironclad,6.91
9376,Gnadenlos!,5.90
9377,Crisis: Korea 1995,7.01
9378,1836,7.71
9379,"Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1946+",7.41
9380,Guts of Glory,6.27
9381,Shogunate,6.34
9382,Greedy Kingdoms,6.59
9383,Versailles,7.01
9384,Buccaneer,6.02
9385,Tien Len,7.20
9386,1313 Dead End Drive,5.83
9387,A game about WEE WHIMSICAL CREATURES and trying to identify them after someone makes noises.,7.70
9388,Breaking Bad: The Board Game,6.79
9389,Key Enigma: Hack Forward,8.04
9390,Secrets of the Lost Station,7.51
9391,Worldwide Football,8.17
9392,Badass Riders,6.59
9393,Legend: History of 1000 Miglia,7.58
9394,Bataan!,7.62
9395,Fickle,7.21
9396,RoboRama,6.35
9397,Mysthea: The Fall,8.02
9398,Napoleon's Wheel,8.34
9399,Rommel's War,7.34
9400,Pirate 21,6.28
9401,Fluxx,5.67
9402,Frachtexpress,6.27
9403,Axis & Allies Air Force Miniatures: Bandits High,7.39
9404,BarBEARian Battlegrounds,6.17
9405,Der Clou: Roll & Heist,8.03
9406,Libraria,6.66
9407,Big Money,6.30
9408,Vampyre,6.25
9409,The Nacho Incident,5.99
9410,"Aye, Dark Overlord! The Green Box",6.09
9411,Fröccs,6.87
9412,Arbos Apfel,6.92
9413,Pitch Out,7.32
9414,Internal Affairs,6.40
9415,Button Soccer,7.25
9416,Demonlord,6.87
9417,Mighty Monsters,5.93
9418,"Aegean Strike: Land, Air, and Sea Combat in the Eastern Mediterranean",6.40
9419,Nightmare,5.89
9420,Hordes Primal Mk III,7.74
9421,"A Time for Trumpets: The Battle of the Bulge, December 1944",7.53
9422,Cartoon Network Crossover Crisis: Animation Annihilation Deck-Building Game,7.06
9423,3 Kings,6.90
9424,Mix It,6.13
9425,Electronic Talking Mystery Mansion,6.37
9426,Volfyirion Guilds,7.41
9427,Die Schlacht der Dinosaurier,6.36
9428,Buzzword,5.74
9429,Pajarracos,6.46
9430,Kawanakajima 1561,7.79
9431,Ultra Tiny Epic Kingdoms,6.74
9432,Car Wars (Fifth Edition),6.11
9433,Rifles in the Ardennes,7.10
9434,Monolith: The Strategy Game,6.24
9435,Kung Fur Fight!,7.89
9436,Kulikovo 1380: The Golden Horde,6.92
9437,Across the Bug River: Volodymyr-Volynskyi 1941,8.32
9438,The Battles of Rhode Island & Newport,7.80
9439,Battle Dome,6.50
9440,Lords of Creation,6.07
9441,Agent Hunter,5.72
9442,Feuville,6.25
9443,Gruff: Rage of the Trolls,8.17
9444,The Age of Atlantis,7.63
9445,1812: The Cradle of Steam Railways,7.15
9446,Flick Wars,6.91
9447,LOAD: League of Ancient Defenders,6.44
9448,Pagan: Fate of Roanoke,8.29
9449,Kaiju Crush,6.32
9450,Nobody is Perfect 2,6.96
9451,Orb Hunters,6.68
9452,Colorado County,6.16
9453,Würfelwurst,6.12
9454,Dameo,7.62
9455,Thieves!,5.99
9456,Cold War,6.14
9457,Tinco,6.83
9458,Trapper,6.11
9459,Magic Rabbit,7.31
9460,MLB Showdown,6.23
9461,"Lion of the North: The Dawn of Modern Warfare, 1631-1632",6.33
9462,Samurai & Katana,6.01
9463,Ascari: African Battles of the Italian Army 1890-1895,7.40
9464,Dorasure,6.38
9465,Storming the Reich: D-Day to the Ruhr,7.27
9466,Zock 'n' Roll,6.21
9467,Trivial Pursuit: DVD – Star Wars Saga Edition,5.93
9468,Get Packing,6.08
9469,Forest of Fate,6.30
9470,Fowl Play!,6.12
9471,Trivial Pursuit: Classic Edition,6.01
9472,Bali,6.05
9473,Roll Estate,7.09
9474,Cha dango,6.61
9475,The Conquerors: Alexander the Great,6.14
9476,Ablaze!,5.96
9477,Backpacks & Blisters (Second Edition),6.64
9478,Ex Libris,6.66
9479,High Score,6.45
9480,Vs System 2PCG: The Alien Battles,7.26
9481,The Sands of War,6.62
9482,Kingdom's Candy: Monsters,7.05
9483,Ghosts of Christmas,7.30
9484,Twilight Imperium: Armada,6.70
9485,Traveller Customizable Card Game: Two Player Starter Set,7.20
9486,21 Days,6.75
9487,Formula E,6.18
9488,The Horus Heresy: Burning of Prospero,7.39
9489,Hougoumont: Rock of Waterloo,6.63
9490,Kittens in a Blender,5.69
9491,Inkling,7.04
9492,HeroCard: Rise of the Shogun,6.30
9493,Overlord,6.98
9494,Get Off My Land!,6.37
9495,Armata Strigoi,6.62
9496,Star Frontiers: Knight Hawks,6.41
9497,Imperator,7.45
9498,Doodle Dash,7.38
9499,Star Trek Chrono-Trek,6.50
9500,Ghostbusters: The Board Game II,6.56
9501,Apples to Apples: British Isles Edition,6.56
9502,Washington's Crossing,7.55
9503,Triumphant Fox: Rommel's Finest Hour  – The Gazala Battles May-June 1942,7.45
9504,Roman Civil War,6.89
9505,Tinian: The Forgotten Battle,8.05
9506,The Nightmare Before Christmas TCG,6.75
9507,Rebis,6.22
9508,Dig Mars,6.11
9509,Ahoy Treasures!,6.64
9510,World War 5,6.28
9511,Hit or Miss,6.19
9512,Rome & Carthage,6.40
9513,Dolce Vita,6.12
9514,Dungeon Derby,6.92
9515,By Fire and Sword,8.06
9516,1879: US Pacific Northwest,6.70
9517,Dwarf King's Hold: Dead Rising,6.73
9518,Ronin: Skirmish Wargames in the Age of the Samurai,7.42
9519,Miss Poutine,6.16
9520,War of the Suns: The War of Resistance 1937-1945,7.09
9521,Strand-Cup,6.10
9522,Boomtown Bandits,6.38
9523,Nantucket,6.06
9524,Connect 4 Launchers,6.30
9525,Ostia,5.80
9526,Clash Along the Psel: The Battle of Kursk 1943,8.14
9527,Castle Flutterstone,6.32
9528,Beast,7.85
9529,SHIBUYA,6.65
9530,Goblin's Breakfast,6.91
9531,Intelle,7.83
9532,Rayguns and Rocketships,6.71
9533,Empires at Sea: Deluxe Edition,6.74
9534,Battle for Biternia,7.74
9535,No Honor Among Thieves,7.23
9536,Operation Crusader,7.30
9537,Star Wars: Trading Card Game,5.91
9538,Kaiju Siege,7.66
9539,Gum Gum Machine,5.84
9540,Solitaire for Two,6.75
9541,Nouvelles ContRées,7.54
9542,Transformers Armada:  Battle for Cybertron,6.23
9543,Caravelas II,6.75
9544,Great War at Sea: Cruiser Warfare,6.62
9545,Combo Fighter: VS Pack 1,7.20
9546,Risk: Balance of Power,5.85
9547,Funkoverse Strategy Game: Marvel 100,7.66
9548,A Billion Suns: Interstellar Fleet Battles,8.41
9549,D.E.I.: Divide et Impera,8.03
9550,Diaballik,6.37
9551,TimeTripper,6.20
9552,Virtù,8.85
9553,Marquis,6.21
9554,The Chosin Few,6.75
9555,Stratopolis,6.65
9556,Palenque,6.11
9557,Race for the Chinese Zodiac,6.48
9558,"War in the Pacific: The Campaign Against Imperial Japan, 1941-45",7.12
9559,Star Wars Death Star Perplexus,7.34
9560,Heroes Incorporated,6.07
9561,Ni-Ju,7.46
9562,Title Bout II,8.38
9563,Otto Game Over,6.93
9564,Nomic,7.09
9565,The Sinking of the Titanic,6.15
9566,The Red Dragon Inn: Allies – Spyke and Flower,7.55
9567,Kronia,6.39
9568,Imagine Famille,7.15
9569,Otrio,6.02
9570,Switching Tracks,6.49
9571,Asgard's Chosen,6.13
9572,Stone & Relic,6.41
9573,En Garde!,5.81
9574,Silencio,6.65
9575,Ramses II,5.75
9576,Sam Grant: The Civil War in the West 1862-1864,6.40
9577,Connections,6.38
9578,Magic: The Gathering – Duel Decks: Blessed vs. Cursed,7.58
9579,Cowboy Bebop: Boardgame Boogie,6.65
9580,Eastern Empires,9.12
9581,Builders of Blankenburg,7.06
9582,"Wagram: The Peace of Vienna, 5-6 July 1809",6.72
9583,INSERT,6.32
9584,4 Seasons,6.16
9585,Krone & Schwert,6.01
9586,CONFIDENT?,6.88
9587,Wordthief,6.11
9588,Alien 51: El ascensor,7.14
9589,Catch the Match,6.15
9590,Gold River,6.79
9591,Age of Muskets Volume I: Tomb for an Empire,7.39
9592,The Schlieffen Plan,7.45
9593,Lightning: D-Day,5.97
9594,Tannenberg: Eagles in the East / Galicia: The Forgotten Cauldron,7.66
9595,Anno Domini: Wort Schrift Buch,6.83
9596,Frostgrave: Ghost Archipelago,8.05
9597,Patriots & Redcoats,6.78
9598,Shell Shock!,6.33
9599,Orcs Must Die! The Board Game: Unchained Edition,6.50
9600,White Bear & Red Moon,7.49
9601,Torch,7.22
9602,Khe Sanh '68,6.52
9603,King's Kilt,6.04
9604,Poitiers 1356 et Formigny 1450,7.37
9605,Magic Dance,5.81
9606,Moonshine Empire,7.41
9607,Dicey Peaks,6.19
9608,The Fall Of The Third Reich,7.82
9609,All Things Zombie: Better Dead Than Zed!,7.60
9610,Automata NOIR,6.99
9611,"Hastings, 1066",6.66
9612,War Between The States 1861-1865,6.91
9613,La Carga de los 3 Reyes: Las Navas de Tolosa 1212,8.51
9614,Experiment,6.06
9615,Legends of the Three Kingdoms,5.98
9616,Their Finest Hour,6.69
9617,The Battle of Five Armies,6.52
9618,San Guo Sha: Kingdom Wars,7.24
9619,Into The Echoside,7.71
9620,Mint Condition Comics,7.25
9621,Stratego Legends,5.79
9622,Suspense: the Card Game,6.38
9623,MOB: Big Apple,7.22
9624,La Grande Armée: The Campaigns of Napoleon in Central Europe,6.74
9625,Chunky Fighters,6.23
9626,Landslide,6.20
9627,Quatre Batailles en Espagne,7.78
9628,Snapshot,6.26
9629,One More Barrel,6.41
9630,Eleminis,6.03
9631,WarCry,6.42
9632,Syracuse (415/413 av. J.-C.),7.57
9633,Duck,6.71
9634,Metal Adventures,6.13
9635,Ligretto Dice,5.83
9636,Space Movers 2201,6.54
9637,The Deception of Antiques: 12 Chinese Zodiac Bronze Heads,7.87
9638,Karambolage,6.13
9639,Volle Hütte,6.17
9640,Burrows and Badgers: A Skirmish Game of Anthropomorphic Animals,8.28
9641,"Redvers' Reverse: The Battle of Colenso, 1899",7.47
9642,Split Second,6.25
9643,Dreams of Tomorrow,6.39
9644,Tile Chess,5.95
9645,First to Fight,7.00
9646,Isles of Terror,6.91
9647,The Last Crusade,6.65
9648,Vorpals,7.04
9649,Parts Unknown,6.01
9650,"Great War at Sea: 1898, The Spanish American War",6.56
9651,Caravelas,5.93
9652,PARKS Memories: Plains Walker,6.56
9653,Sherlook,6.05
9654,World of Draghan: Sneaky Ol' Dragons,7.86
9655,Yucata',5.78
9656,Gold Digger,5.73
9657,Pent-Up,7.36
9658,La Belle Époque,8.17
9659,Dragon Pets,6.45
9660,Black Cross / Blue Sky,7.13
9661,Code 3,7.87
9662,Geek Out! Masters,6.96
9663,Race to the North Pole,6.02
9664,Rory's Story Cubes: Score,6.55
9665,Ostium,7.58
9666,Lasalle,7.24
9667,Giza,5.89
9668,Cartoon Network Fluxx,5.91
9669,Coup,6.25
9670,Imagineers,6.56
9671,"Oh, Fox!",6.55
9672,The Deadly Woods: The Battle of the Bulge,7.80
9673,Lumis: Der Pfad des Feuers,6.33
9674,Dawn's Early Light: The War of 1812,8.12
9675,Mini DiverCity,6.37
9676,Shenandoah: Jackson's Valley Campaign,7.03
9677,Auf falscher Fährte,6.48
9678,Dr. Microbe,5.97
9679,Good Cop Bad Cop (Third Edition),7.16
9680,Keytown,6.53
9681,Kings of War (Second Edition),8.24
9682,Krieg! World War II in Europe,6.50
9683,Roar: King of the Pride,6.28
9684,Meeple Party,6.89
9685,Napoleon's Eagles: Storm in the East – The Battles of Borodino and Leipzig,7.76
9686,Geisterwäldchen,6.10
9687,"Drive on Washington: The Battle of Monocacy Junction, July 9, 1864",7.06
9688,Star Fleet Battle Manual,7.11
9689,The Sword and the Stars,6.37
9690,Mouse Cheese Cat Cucumber,7.49
9691,Envyra,6.90
9692,Cosmic Kaboom,6.49
9693,PARKS Memories: Coast to Coast,6.74
9694,Peter the Great,6.58
9695,Mars Needs Mechanics,5.84
9696,Fortune City,6.64
9697,Ici Londres,6.26
9698,Rhein: River Trade,6.30
9699,Stage II,6.37
9700,Arkham Noir: Case #3 – Infinite Gulfs of Darkness,7.75
9701,Wreck and Ruin,8.09
9702,Ambush Alley! A Game of Modern Urban Combat,7.84
9703,Disaster on Everest,6.66
9704,Callisto,6.42
9705,The Men Who Would Be Kings: Colonial Wargaming Rules,8.05
9706,"Wolfpack: Submarine Warfare in the North Atlantic, 1942-44",6.28
9707,Zargos,6.33
9708,Eaten By Zombies!: In Cahoots,6.15
9709,Eco-Links,6.69
9710,Tornado Rex,6.72
9711,Stalingrad,6.06
9712,Lords of the Sierra Madre (Second Edition),6.32
9713,Square on Sale,7.07
9714,Tembo,6.17
9715,Corporation,6.92
9716,"La Bataille de France, 1940",7.40
9717,Area 1851,6.41
9718,Wild West Exodus,7.81
9719,Dragon Keeper: The Dungeon,6.06
9720,ReCURRRing,6.77
9721,Keesdrow,6.42
9722,Oh My Gods!,7.41
9723,Box of Golf: A Classic Golf Board Game,6.27
9724,1806: Rossbach Avenged,6.91
9725,Cortes: Conquest of the Aztec Empire,6.46
9726,Battlegroup: Rule Book,8.19
9727,Smash Monster Rampage!,6.51
9728,Space Junkyard,6.06
9729,Dice Flick,6.42
9730,Triad,7.25
9731,Pirate Versus Pirate,5.96
9732,Balance Duels,6.21
9733,Jump Gate,6.08
9734,The Smoky Valley,8.08
9735,Pick 'N' Choose,6.32
9736,Word Basket,6.10
9737,Race For Tunis,6.57
9738,Schlag den Raab: Das Spiel,6.10
9739,Bloody 110,7.18
9740,Lino,6.75
9741,Aquarium,7.33
9742,Bunte Runde,6.02
9743,Wings Over France,7.44
9744,Crete 1941: Operation Mercury,7.50
9745,Dino Twist,6.31
9746,JurassAttack!,6.26
9747,Listography: The Game,6.99
9748,Pacific Fleet,7.70
9749,1831,7.61
9750,Duffers,7.22
9751,The Cook-off,6.31
9752,Collapsible D: The Final Minutes of the Titanic,6.69
9753,Waterloo,5.92
9754,Krosmaster Junior,5.98
9755,I Am Spartacus!,6.46
9756,Dirigible Disaster,7.02
9757,K3,7.21
9758,Goat 'n' Goat,7.03
9759,Elementum,6.78
9760,San Quentin Kings,6.87
9761,Dungeon Solitaire: Tomb of the Four Kings,6.86
9762,Austerlitz 20,6.98
9763,Make You Gunfighters,6.23
9764,Smokejumpers,6.60
9765,Vejen,6.52
9766,Whitewater,5.98
9767,Fragile,6.32
9768,Hero's Journey Home,7.16
9769,Dragon Boats of the Four Seas,7.00
9770,Inception: Solo card game,7.39
9771,1979: Revolution in Iran,8.07
9772,Sissi!: Die Bohnenkaiserin,6.80
9773,Marengo 1800,7.55
9774,Wanzen tanzen,6.25
9775,Baseball Highlights: The Dice Game,7.19
9776,Triangoli,7.58
9777,LED: Lógica – Estrategia – Deducción,7.41
9778,Breakaway Football,8.83
9779,Deadfall,6.49
9780,Flames of War: Open Fire,7.18
9781,Triora: City of Witches,7.73
9782,Daimyo's Fall,7.44
9783,Ninja Burger: Secret Ninja Death Touch Edition,6.31
9784,Schildi Schildkröte,6.41
9785,Pleasant Hill: The Red River Campaign,6.72
9786,Quiztopia,6.73
9787,Goblins vs Zombies,6.43
9788,Waterloo 1815: Napoleon's Last Battle,8.41
9789,"Demyansk Shield: the Frozen Fortress, February-May 1942",7.62
9790,La Petite Mort,6.42
9791,Peek-a-Mouse,7.41
9792,Stronghold: Undead (Second Edition),7.79
9793,Isle of Monsters,6.18
9794,Pirate Tricks,7.00
9795,Sweet Nose,6.52
9796,Los Tesoros del Rey Pirata,7.72
9797,Cat & Chocolate,5.98
9798,The Chaco War,6.60
9799,Shogun no Katana,7.97
9800,Ulti,8.09
9801,"The Kaiser's War: World War I, 1918-19",7.29
9802,Sumo!,5.83
9803,Black Swan,8.16
9804,OrcQuest,6.70
9805,Ancients I,6.35
9806,Greyhounds,6.36
9807,Caminos,6.56
9808,Moeraki: Kemu,7.18
9809,Pico 2,5.93
9810,The End Is Nigh,6.42
9811,Vikings: Raid & Conquer,7.30
9812,Battlemist,5.92
9813,Glik,6.25
9814,Fubi,6.62
9815,The Defense of Rorke's Drift,6.70
9816,Legends of Boxing,8.66
9817,Anno Domini: Kunst,6.72
9818,The Ninth World: A Skillbuilding Game for Numenera,6.31
9819,Chaparral,7.69
9820,Wordsearch,6.83
9821,Unlock!: Heroic Adventures – Sherlock Holmes: Der scharlachrote Faden,7.48
9822,Boast or Nothing,6.98
9823,Der Herr der Ringe: Die Gefährten – Das Kartenspiel,5.90
9824,Edenia,6.28
9825,Campaign Trail: The Game of Presidential Elections,6.58
9826,I Am the Fourth Wall,6.73
9827,Mag·Blast,5.90
9828,Out of Gears,6.16
9829,The Valkyrie Incident,6.58
9830,Foragers,6.40
9831,CLUE: World of Harry Potter,6.18
9832,Genji,5.84
9833,Make 'n' Break Extreme,5.91
9834,The Russo-Japanese War: Dawn of the Rising Sun,7.85
9835,Thinking Man's Golf,6.06
9836,King Of The Hill: The Dwarf Throne,6.85
9837,Inception,6.63
9838,How to Host a Dungeon,7.13
9839,What's Missing?,6.84
9840,The Last King of Scotland: The Uganda-Tanzania War 1978-1979,6.75
9841,Apocalypse: The Game of Nuclear Devastation,6.73
9842,18TN,6.35
9843,Inklings,6.35
9844,The Lonely Mountain,6.61
9845,The Rocketeer: Fate of the Future,7.59
9846,Knights of the Dinner Table: HACK!,5.98
9847,Kiitos,7.42
9848,Wok on Fire,6.22
9849,Noises at Night,6.59
9850,"Remember the Maine! The Spanish-American War, 1898",6.75
9851,Zimby Mojo,6.75
9852,Slaughterville,6.51
9853,The Three Days of Gettysburg (Second Edition),7.20
9854,Strike A Pose,6.50
9855,Ikonikus,6.00
9856,Legends,6.40
9857,Friesematenten,6.27
9858,Warhammer: The Game of Fantasy Battles (5th Edition),7.11
9859,Don Capollo,7.01
9860,Ruins of Mars,6.64
9861,Humboldt's Great Voyage,6.10
9862,Conquerors,6.71
9863,Platoon Commander Deluxe: The Battle of Kursk,7.78
9864,Sleeping Gods: Primeval Peril,7.65
9865,El Mortal,6.38
9866,Hospital Rush,5.93
9867,Gamer Over! A Game Fair Murder Mystery,7.51
9868,1940,6.43
9869,Boochie,6.63
9870,Road to Infamy,7.12
9871,12 Days of Christmas,5.93
9872,Agatha Christie: Death on the Cards,6.35
9873,None of a Kind,5.98
9874,Atak Zombie,6.16
9875,Black Rose Wars: Rebirth,8.80
9876,Rescuing Robin Hood,7.74
9877,Pharaoh Code,6.10
9878,The Great War in the Near East,6.75
9879,Palazzo Paletti,6.76
9880,Sturm Nach Osten,6.94
9881,Dexikon,6.25
9882,Start Player Express,6.48
9883,Orchard Ocean,6.91
9884,"A Frozen Hell: The Battle of Tolvajärvi, Russo-Finnish War, 1939",6.75
9885,War Stories: Liberty Road,7.08
9886,Influentia,6.77
9887,Jerusalem,6.93
9888,"The Army of the Heartland: The Army of Tennessee's Campaigns, 1861-1863",7.25
9889,FBI,5.77
9890,The Aztec Market,7.17
9891,The Everdeck,9.01
9892,Minion Hunter,6.22
9893,Traverse,5.96
9894,Murder in Greenrock Village Theatre,6.61
9895,StoryLine: Fairy Tales,6.18
9896,Thornwatch,6.41
9897,Star Fleet Battles Cadet Training Manual,7.30
9898,Deadlands: Doomtown Range Wars,6.24
9899,Guerra De Mitos II,7.71
9900,Legends of Draxia,7.10
9901,Stinky Business,6.36
9902,Chaostle,6.39
9903,Slash: Romance without boundaries,6.50
9904,Jumble Jam,6.97
9905,Doom Realm,7.13
9906,Conan Collectible Card Game,7.08
9907,Semper Fi!,6.96
9908,"Lion of Judah: The War for Ethiopia, 1935-1941",7.57
9909,1914: Glory's End,6.35
9910,The Cones of Dunshire,9.28
9911,"Caesar's War: The Conquest of Gaul, 58-52 BC",6.53
9912,Im Zeichen des Kreuzes,5.92
9913,Vulcanus,7.18
9914,Dungeon Solitaire: Labyrinth of Souls,7.62
9915,Tori,6.37
9916,The Battle of Adobe Walls,7.63
9917,Mad Science Foundation,6.45
9918,Banned Books,6.44
9919,Chiseled,7.00
9920,Decline and Fall of the Roman Empire,6.61
9921,The Doom That Came to Atlantic City,6.03
9922,Trenchzone,7.40
9923,Stak Bots,6.26
9924,Fallen Angels,7.01
9925,Kami,6.15
9926,Nations at War: Stalin's Triumph,8.04
9927,Klickado,6.10
9928,Bresk!,6.70
9929,Mutants and Death Ray Guns,7.51
9930,"Borodino: Napoleon in Russia, 1812",7.18
9931,Humans!!!,5.80
9932,The Lords of Rock,6.47
9933,Fief: France Edition,8.31
9934,Carnevale: Vicious Fighting Along the Canals of Venice,7.97
9935,Coloretto Amazonas,5.77
9936,Up And Down,6.23
9937,Winter Tales,5.80
9938,13 Sheep,6.43
9939,Inchon: MacArthur's Gambit,6.79
9940,Hue,6.71
9941,Polizei-Alarm!,6.41
9942,"Year of the Rat: Vietnam, 1972",6.85
9943,Pass the Bomb: Party Edition,5.99
9944,Rukshuk,5.93
9945,Growing Season,8.05
9946,Word Whimsy,6.87
9947,Ambar,6.78
9948,"Kursk, South Flank: A Panzer Grenadier Game",7.74
9949,Slyville,6.74
9950,"Patton's Vanguard: The Battle of Arracourt, 1944",7.13
9951,Burning Mountains,7.89
9952,Medina de Rioseco 1808,7.85
9953,Conqueror: Final Conquest,8.77
9954,Unlock!: Timeless Adventures – Arsène Lupin und der große weiße Diamant,7.78
9955,Operation Market Garden: Descent Into Hell,6.72
9956,Napoleon's Art of War: Eylau & Dresden,6.16
9957,Unicorn Glitterluck: Cloud Stacking,6.32
9958,Death Over The Kingdom,6.91
9959,Dino Hunt Dice,5.81
9960,The Headlines Game,6.82
9961,Command Decision 2nd Edition,7.00
9962,Ocean Labyrinth,6.58
9963,Schachen,7.25
9964,Mount Drago,5.88
9965,Kushi Express,6.57
9966,Avec Infini Regret II,7.75
9967,All Quiet on the Western Front,7.30
9968,Fado: Duetos e Desgarradas,7.46
9969,Tal der Abenteuer: Die Schatzsuche im Himalaja,5.83
9970,Warfighter: The Private Military Contractor Card Game,7.76
9971,Dawn of the Dead,6.02
9972,Tornio '44,7.73
9973,"Warhammer 40,000: First Strike",7.42
9974,GYÜMI Géniusz,6.94
9975,Kaiju Incorporated,6.75
9976,Jurassic Brunch,6.80
9977,Candy Chaser,5.90
9978,Red Parachutes: Soviet Airborne Assault Across the Dnepr,6.82
9979,Just in Time,6.69
9980,Carcosa,6.16
9981,Gorbachev: The Fall of Communism,7.60
9982,The Ghosts of Castle Turnwall,6.57
9983,Terra Futura,6.88
9984,Paratroop,6.15
9985,Cheese Thief,7.07
9986,Nuevo Mundo,7.44
9987,Honey Moon,6.60
9988,Blue Banana,6.50
9989,Regnum Angelica,6.77
9990,VOR: The Maelstrom,6.91
9991,Jenga: Donkey Kong Collector's Edition,5.96
9992,La Guerra de la Triple Alianza,7.72
9993,Keydom,6.81
9994,Goro-Goro Dōbutsu Shōgi,7.27
9995,Cool Runnings,6.48
9996,Dynamite Nurse,6.40
9997,Bluff in Zoo,6.33
9998,Skippity,6.35
9999,Turf Horse Racing,6.42
10000,Lost Battles:  Reconstructing the Great Clashes of the Ancient World,7.75
10001,The Arduous Beginning,6.95
10002,Human Punishment: The Beginning,8.65
10003,ワイルドハントフェス (Wild Hunt Festival),7.20
10004,Kitty Paw,5.80
10005,"The Balkan Wars: Prelude to Disaster, 1912-1913",6.61
10006,War for Edaðh,6.43
10007,Obcy,6.43
10008,Objective Moscow: The Death of Soviet Communism,6.56
10009,Rowboat,6.12
10010,Dodelido Extreme,6.90
10011,Glenn Drover's Empires: Galactic Rebellion,6.39
10012,Battleground Fantasy Warfare: Elves of Ravenwood,7.09
10013,Revolver Noir,7.34
10014,FREAKFACE!!!,8.10
10015,Zark City,6.50
10016,Winner Winner Chicken Dinner,6.87
10017,Corteo,7.14
10018,Tomb Trader,6.64
10019,Hameln,5.83
10020,Skybridge,5.92
10021,Sevilla 1503,7.34
10022,For The Win,5.76
10023,Chez Cthulhu,5.89
10024,Studies in Sorcery,7.31
10025,BattleTech Compendium: The Rules of Warfare,8.03
10026,Pigasus,6.56
10027,Aurelian: Restorer of the World,7.70
10028,Ghost for $ale,5.94
10029,Sergeants Miniatures Game: Red Devils,7.86
10030,Secret Operation,6.62
10031,Maus au Chocolat,5.95
10032,HEL: The Last Saga,8.48
10033,Off Your Rocker,6.30
10034,Mageling,7.33
10035,Dawn: Rise of the Occulites,7.33
10036,Emu Ranchers,6.51
10037,Ignis,6.10
10038,Invasion of the Air-eaters,6.30
10039,Fist of Dragonstones: The Tavern Edition,6.49
10040,Waldmeister,6.27
10041,Kaliko,6.58
10042,Rogue State,7.49
10043,Tannenberg 1914,7.05
10044,Schüttel's,6.16
10045,TAIJI,6.39
10046,Southern Pacific,6.96
10047,Sagunto: The Battle for Valencia,7.38
10048,Frag,5.67
10049,End of Empire: 1744-1782,7.59
10050,Outlaws: Last Man Standing,6.15
10051,The Solo System,7.70
10052,Galactic Era,7.67
10053,Sherlock: Ensayos Fabianos,7.21
10054,Punic Island: Campaign Commander Volume III,7.26
10055,Tiny Acrobats,6.93
10056,The Vote: Suffrage and Suppression in America,7.61
10057,Boom Boom Balloon,5.91
10058,The Thing: The Boardgame,7.70
