rank,nome,avaliacao
10059,Electronic Labyrinth,6.33
10060,King,6.97
10061,Battlefold,6.57
10062,Pirates of the Spanish Main: Shuffling the Deck,5.99
10063,Flag Dash,6.18
10064,Slip Strike,6.85
10065,Get on Board: New York & London,7.88
10066,France 1944: The Allied Crusade in Europe,6.19
10067,Blood & Iron,6.40
10068,Bear Raid,7.64
10069,Sherlock: Asesinato en el Sind Mail,7.10
10070,Ligny & Wavre 1815: The Empire's Last Victories,8.26
10071,You Robot,5.96
10072,Battleground Fantasy Warfare: Orc Army,7.12
10073,Qwirkle Cards,5.96
10074,"Congo Merc: The Congo, 1964",6.34
10075,Warhammer Age of Sigmar: Warcry – Core Book,7.97
10076,Trick or Treat,6.94
10077,Goblin Teeth,7.19
10078,Symphony,6.87
10079,Bell-Bottomed Badassses on the Mean Streets of Funk,5.96
10080,A las Barricadas! (2nd Edition),7.30
10081,Great War at Sea: U.S. Navy Plan Red,6.65
10082,Bounce It-In Game,6.24
10083,Doctor Who: The Card Game,5.70
10084,LOT,7.44
10085,War Between The States 1861-1865 (Second Edition),7.17
10086,Last Light,8.36
10087,Magic Realm Light 30,7.29
10088,Beer Empire,6.30
10089,20 Second Showdown,6.89
10090,Tanuki Market,6.95
10091,Dicke Kartoffeln,6.19
10092,The Hardest Days,7.55
10093,Micro Space Empire,6.48
10094,Nickelodeon Splat Attack!,6.87
10095,Ladrillazo,6.58
10096,Lumina,6.62
10097,Xactika,5.78
10098,Blend Off!,6.36
10099,Monopoly Express,5.67
10100,Corona de Hierro,7.31
10101,Mole Hill,6.01
10102,World War II: Barbarossa 1941,6.97
10103,Kacper Ryx i Król Żebraków,7.12
10104,Haithabu,6.15
10105,Tharos,6.63
10106,Corunea,6.64
10107,Deranged,6.93
10108,P for Pizza,6.65
10109,Manifest,6.55
10110,18Africa,7.10
10111,German Whist,6.50
10112,Ambiente Abissal,7.48
10113,Ursa Miner,7.38
10114,48th Panzerkorps,6.91
10115,Splatter SHOOT,7.26
10116,SecuenzooS,6.70
10117,GYÜMI,6.50
10118,Black Souls,6.61
10119,Arydia: The Paths We Dare Tread,8.41
10120,Wayfinder,6.60
10121,SPY,5.83
10122,The Reef,5.69
10123,"Brute Force: The War in the West, 1940-1945",6.80
10124,Black Sea Black Death,7.27
10125,Twitch,6.08
10126,All Things Zombie,7.08
10127,Rocky Mountain Man,8.11
10128,Rights,6.15
10129,Random Encounters,6.96
10130,50 Clues: The Home Temple,6.17
10131,RoadKill,5.88
10132,Kyoto Protocol,6.55
10133,Kung Fu,7.01
10134,The Broadway Game,6.39
10135,Blocks in Afrika,8.22
10136,Time is Money,6.17
10137,Gazala,6.66
10138,Aces High,6.43
10139,Septikon: Uranium Wars,6.39
10140,Karate Tomate,6.15
10141,The Perfect 10,5.96
10142,Treasures of Cibola,6.77
10143,Dune Express,6.04
10144,Loch Ness,5.96
10145,Sherlock Express,6.12
10146,Torpedo Run!,6.04
10147,Caesar's Empire,7.19
10148,Rick and Morty: 100 Días,6.79
10149,Quinto,6.06
10150,Munchkin Collectible Card Game,6.31
10151,HeroCard Orc Wars,6.23
10152,Chitin: I,6.09
10153,Second World War at Sea: Arctic Convoy,7.25
10154,Walking on the Moon,6.80
10155,Sherco's Grand Slam Baseball Game,7.31
10156,Bruti,6.87
10157,La Casa de Papel Escape Game,6.52
10158,Stonehenge,6.31
10159,Speed,6.31
10160,Dungeon Brawler,6.59
10161,Crime Zoom: Bird of Ill Omen,7.20
10162,Gruff: Stuff of Nightmares,8.27
10163,Lucky Little Luxembourg,8.69
10164,Grand National Derby,6.43
10165,Final Fantasy VIII: Triple Triad,7.56
10166,Trench Club,8.42
10167,Me Want Cookies!,6.00
10168,War of Resistance,7.03
10169,"Case White: The Invasion of Poland, 1939",6.44
10170,Wurst Case Scenario,6.43
10171,The Wilson Wolfe Affair,7.85
10172,Cosmos,8.46
10173,Danger 13,6.00
10174,Circus Maximus,6.01
10175,Scotland Yard,6.48
10176,Melee & Wizard,8.39
10177,10 Negritos,6.25
10178,Berried Treasure,7.24
10179,Mission Command Sea,5.93
10180,Colonies,7.04
10181,Hammer Time,6.75
10182,Forgotten Legions: Designer Signature Edition,8.20
10183,The Elder Scrolls: Call to Arms,7.19
10184,"Warhammer 40,000: Indomitus",8.40
10185,The Badger Deck,8.18
10186,Ants!,6.02
10187,Free Trader,6.13
10188,The War: Europe 1939-1945,7.28
10189,Tales & Games: Little Red Riding Hood,5.86
10190,"Dreadnought: Surface Combat in the Battleship Era, 1906-45",6.24
10191,Qwixx Longo,6.85
10192,Titans of Industry,6.52
10193,Jedzie pociąg z daleka,6.34
10194,MOD X,6.96
10195,Wurzburg: Soviet-American Combat in the '70's,6.75
10196,Square Mile,6.49
10197,¡Arriba España!,6.47
10198,Reconquista,7.38
10199,Family Fluxx,5.71
10200,Alakazum!: Witches and Traditions,7.19
10201,Oathsworn: Into the Deepwood,8.10
10202,Cherokee,5.90
10203,Hands,6.33
10204,Mini Park,6.02
10205,Alien Menace,6.44
10206,America in Flames,6.58
10207,CULTivate,7.47
10208,Farfalia,6.07
10209,Showtime,6.01
10210,Catch a Falling Star,6.21
10211,Animal Upon Animal: Dinos,7.08
10212,"Winged Horse: Campaigns in Vietnam, 1965-66",7.17
10213,Birth of a Legend: Lee and the Seven Days,6.87
10214,The War Game: World War II,6.97
10215,Piratas!,6.81
10216,Encantados (Second Edition),7.76
10217,Battleground Fantasy Warfare: Lizardmen,7.42
10218,Thread Count,6.55
10219,KIPP X,6.73
10220,Paul Koenig's The Bulge: 6th Panzer Army,7.09
10221,The American Revolution: Decision in North America,7.11
10222,Stratego,6.54
10223,Quissama,7.27
10224,Barbarian Vince,7.06
10225,Pathogenesis (Second Edition),7.11
10226,Exceed: Shovel Knight – Shadow Box,8.16
10227,Dragon's Cave,6.44
10228,Monty's Gamble: Market Garden (Second Edition),7.94
10229,Spy Alley,5.69
10230,Robotech: Attack on the SDF-1,8.00
10231,Infection Express,6.20
10232,Anthelion: Conclave of Power,6.96
10233,Kampen om Norge,7.58
10234,Embrace an Angry Wind,6.83
10235,Warmachine: High Command – Faith & Fortune,6.86
10236,Morelli,7.21
10237,"""Scratch One Flat Top!""",7.42
10238,Kahmaté,6.34
10239,Drachen Wurf,5.89
10240,Mini FITS,5.86
10241,Trajan: Ancient Wars Series,7.70
10242,Matterhorn,6.25
10243,Ghosts of the Moor,6.08
10244,Don't Let It Die,7.09
10245,Get Rich Quick,6.53
10246,Ucho Króla,6.10
10247,Rummikub XP,6.54
10248,Moon-Bots,6.49
10249,Big Bang 13.7,6.97
10250,"Drive on Moscow: Operation Typhoon, 1941",6.97
10251,March Madness,6.29
10252,Oh My Brain,7.40
10253,Sid Meier's Civilization: The Card Game,5.99
10254,Guerra De Mitos III,7.98
10255,Port Royal,6.20
10256,Archaeology,6.20
10257,Skirmish,6.21
10258,Genial Spezial,5.97
10259,Provincia Romana,6.13
10260,Legends of Novus,7.03
10261,Exhibition: 20th Century,7.34
10262,Czas Honoru: Operacja Most III,6.39
10263,Over There,7.58
10264,Conquest,6.77
10265,Federation,8.54
10266,Cabale,6.14
10267,Days of Decision II,6.37
10268,London After Midnight 2: Sherlock in Hell,6.55
10269,War & Peace,6.77
10270,Ettin,7.32
10271,Nature of the Beast: Farm vs. Forest,6.46
10272,Polyhedral Park Planner,7.19
10273,Crisis: Sinai 1973,6.52
10274,Crazy Tower,6.53
10275,Tank on Tank: West Front,7.19
10276,The Long Road,6.94
10277,Donburiko,6.33
10278,Frischfleisch,6.14
10279,Quackshot,6.69
10280,Biergarten,6.18
10281,Daring Dustbunnies,8.01
10282,1941: Race to Moscow,7.90
10283,Sponsio,6.49
10284,"The Punic Wars: Rome vs Carthage, 264-146 B.C.",6.14
10285,Operation Olympic: The Invasion of Japan 1 November 1945,6.34
10286,Capital City,6.27
10287,Z War One: Exodus,8.46
10288,X-Code,6.15
10289,Bar-Lev: The 1973 Arab-Israeli War,7.37
10290,Beyond the Gates of Antares,7.65
10291,Budapest '45,6.49
10292,Dice Command,7.80
10293,They Shall Not Pass: The Battle of Verdun 1916,6.61
10294,Teomachia,6.16
10295,Battleground Fantasy Warfare: Undead Army,7.19
10296,Nox,5.75
10297,Quatre Bras: Stalemate on the Brussels Road,7.05
10298,Patrol: Lost!,6.89
10299,Web and Starship,6.42
10300,Pisa,6.27
10301,Stellar Leap,6.74
10302,Misterio,6.19
10303,Days of Battle: Golan Heights,7.28
10304,Corsairs of Valeria,6.29
10305,Havok & Hijinks,6.74
10306,CardFight!! Vanguard,6.65
10307,Drang Nach Osten!,6.81
10308,Fantasy Fluxx,7.00
10309,To the Strongest!,7.93
10310,Baby Clues,6.64
10311,Tante Tarantel,6.18
10312,Costa Ruana,6.18
10313,Kreuzwort,6.36
10314,Top 5 Rummy,6.78
10315,Dig Down Dwarf (Second Edition),6.77
10316,Sparkle*Kitty Nights,7.48
10317,Inspektor Nase,6.82
10318,The 7th Citadel,7.81
10319,Illumination,7.67
10320,Space Maze,5.89
10321,Rambo: The Board Game,6.95
10322,The Refuge: A Race for Survival,6.44
10323,The Dragon Prince: Battlecharged,7.43
10324,DREIst!,6.21
10325,Dark December,7.28
10326,2491 Planetship,6.97
10327,Bloxx!,6.42
10328,Feed the Kraken,8.17
10329,HeroTec,6.84
10330,Manimals,6.34
10331,Stockmarket,6.73
10332,Palace,6.00
10333,Stories!,6.45
10334,Cake Duel,6.74
10335,Where am I ? Alice in a Mad Tea party,6.66
10336,Burnside Takes Command,8.49
10337,Guam: Return to Glory,7.90
10338,Paint the Roses,7.56
10339,Rice Dice,6.08
10340,London & Northwestern,6.82
10341,Radiant: Offline Battle Arena,7.97
10342,Battle of the Bands: Encore Edition,6.31
10343,Omaha Beachhead: Battle for the Bocage,6.22
10344,"Marita-Merkur: The Campaign in the Balkans, 1940-41",6.74
10345,Perplexus Twist,6.86
10346,Dracula's America: Shadows of the West,8.46
10347,Akros,7.86
10348,TaskForce: Naval Tactics and Operations in the 1980's,6.58
10349,Star Wars: Battle for Endor,6.15
10350,Sherlock: La copia,7.08
10351,Ravenous River,5.98
10352,Age of Craft,6.74
10353,MedFront: War in North Africa 1940-43,6.33
10354,"Iwo Jima: Valor of Arms, 19 Feb. – 25 March 1945",6.67
10355,Dampfross 2,6.94
10356,Jok-R-ummy,5.99
10357,King of the Valley,7.15
10358,Jigūan: The Eastern Mechanist,6.61
10359,Alea Iacta Est,7.40
10360,Funfair,5.89
10361,Crazy Lab,6.01
10362,Sub Search,5.82
10363,Start Frei,6.95
10364,Flagship: Prometheus Unchained,6.03
10365,Gauner raus!,6.69
10366,Pictionary Air,5.99
10367,Insecta,6.23
10368,Battle of LITS,6.00
10369,Struggle for Europe 1939 - 1945,7.09
10370,Game Over,6.01
10371,Lucky Forward: Patton's Third Army in Lorraine,8.38
10372,IRONDIE,6.34
10373,Warhammer Age of Sigmar (Third Edition),8.11
10374,Grand Imperialism,6.97
10375,Oosterbeek Perimeter,8.25
10376,Masterpiece,5.71
10377,Visby,6.60
10378,Battlegroup: Kursk,7.75
10379,Volta,7.05
10380,Lose Your Shirt,6.66
10381,Archers of Nand,6.71
10382,Conspiracy!,7.16
10383,String Safari,6.05
10384,Rogue Stars: Skirmish Wargaming in a Science Fiction Underworld,7.06
10385,Kendo,6.02
10386,TOP Kitchen,6.58
10387,Cantaloop: Prequel,7.29
10388,Conflict of Alliances: Warring States,7.78
10389,NUTS! Second Edition: Europe 1944,7.51
10390,Schlacht am Buffet,6.21
10391,Uk'otoa,6.51
10392,Iéna 1806,7.36
10393,Hafid's Grand Bazaar,6.87
10394,Guns of August,6.63
10395,A Blood-Red Banner: The Alamo,6.74
10396,Fish Eat Fish,5.70
10397,Unlock!: Timeless Adventures – Die Noside-Show,7.64
10398,Blacksmith Brothers,7.11
10399,Ghooost!,5.68
10400,1895 Namibia,6.75
10401,Stone Daze,7.58
10402,The Mediterranean,6.97
10403,Crash Test Bunnies,6.41
10404,Karo,6.55
10405,Dickory,7.87
10406,Le Vol de l'Aigle,7.66
10407,Kuba,6.18
10408,Space Cats Fight Fascism,7.53
10409,Woolfy,6.55
10410,Palacio de Viana,6.89
10411,Unlock!: Timeless Adventures – Verloren im Zeitstrudel!,8.08
10412,Before There Were Stars...,6.53
10413,Shogun Triumphant,6.54
10414,Days of Decision,6.31
10415,Machi Koro: Fussball,6.49
10416,Godforsaken Scavengers,6.35
10417,Star Clicker,7.22
10418,A Raging Storm,6.87
10419,Pasaraya: Supermarket Manager,7.15
10420,Der HeidelBÄR,6.45
10421,Connection Games,8.77
10422,Cosmocracy,6.76
10423,Magic: The Gathering – Duel Decks: Merfolk Vs. Goblins,7.50
10424,Murano: Light Masters,6.40
10425,Manassas,8.66
10426,Killer,6.20
10427,Gorizia 1916: La sesta battaglia dell'Isonzo,7.72
10428,A Pragmatic War: The War of the Austrian Succession 1741 – 1748,7.77
10429,Trivial Pursuit: World of Harry Potter – Ultimate Edition,6.33
10430,Patton in Flames,7.01
10431,Zura,6.76
10432,Piece of Pie,6.76
10433,Fantasy Battles: The 9th Age,7.86
10434,"1,2,3! Now you see me...",6.07
10435,Star Trek Red Alert!,6.49
10436,Jenga,5.62
10437,22 Pommes,6.08
10438,Fou Fou Fou!,6.49
10439,Sock Monsters,7.15
10440,"Ignorant Armies: The Iran-Iraq War, 1980-88",6.79
10441,Dwarf,6.71
10442,Expedition Altiplano,6.08
10443,Warhammer Age of Sigmar: The Rise & Fall of Anvalor,6.58
10444,18PA,7.25
10445,"Rabbit Island: Explore, Build, Conquer!",7.02
10446,Overlords of Infamy,7.24
10447,Menu Masters,6.24
10448,Bloody Omaha: D-Day 1944,7.91
10449,Against All Odds,7.32
10450,Yomi Starter Set: Grave versus Jaina,6.49
10451,Tri-Ba-Lance,6.46
10452,Spicy Dice,6.23
10453,Splut!,6.71
10454,Advanced Tobruk System Basic Game 1a: Screaming Eagles,7.00
10455,"War in the Ice: The Battle for the Seventh Continent, 1991-92",6.33
10456,Keskifé?,6.31
10457,Dance Card!,8.16
10458,Big Easy Busking,7.10
10459,War Stories: Red Storm,7.13
10460,Die Tore der Welt: Das Kartenspiel,6.10
10461,One Card Dungeon,7.39
10462,Hey Yo,6.41
10463,C-Cross,7.56
10464,Veto! Szlachecka Gra Karciana 2 edycja (2ed),6.65
10465,Battlewagon,6.36
10466,Rock'n Rodeo: Der Festivalmanager,6.70
10467,Vampire Radar,6.49
10468,Adventure Time Card Wars: Fionna vs Cake,7.06
10469,18NL,7.34
10470,Clonk!,6.43
10471,Tacocat Spelled Backwards,6.71
10472,Game of Quotes: Verrückte Zitate,5.81
10473,O'Connor's Offensive,6.72
10474,Way of the Fighter: Turbo,7.34
10475,Hoax,5.96
10476,Four Battles of the Ancient World,6.20
10477,Parley,8.05
10478,Victory in Vietnam,7.48
10479,"Across Suez: The Battle of the Chinese Farm October 15, 1973",6.15
10480,Global Powers,6.62
10481,Timeline: Science Museum,6.97
10482,Polis,6.58
10483,The Order of Veiel,8.22
10484,Anno 1452,6.04
10485,The Great Redoubt: A Game of the Battle of Borodino – 1812,6.90
10486,The Legend of the Wendigo,6.01
10487,BANG!: Heroes of the Storm,6.27
10488,Layers,6.41
10489,Eylau 1807,7.50
10490,DragonStone Mine!,6.82
10491,Wanted 7,6.49
10492,ルイス (luz),7.26
10493,"Warhammer 40,000: Apocalypse",6.33
10494,5 Minute Chase,5.87
10495,"War in the East: The Russo-German Conflict, 1941-45",6.90
10496,Wadi,6.18
10497,The Perfumer,6.31
10498,Ortus,6.43
10499,"Toulon, 1793",7.22
10500,"Warhammer 40,000: Heroes of Black Reach – Drop Zone Demo Kit",7.92
10501,After the Holocaust: The Nuclear Devastation of America – Recovery and Reunification,6.05
10502,Schau mal!,6.18
10503,When Lions Sailed,7.12
10504,D6 Dungeon,6.50
10505,POWERUP,7.53
10506,Pole Position,6.22
10507,Wizard Kittens,6.47
10508,Kaleidos Junior,6.78
10509,"Europa: Paris ist ja klar, aber wo liegt Córdoba?",6.51
10510,Rolling Empires,7.05
10511,Cthulhu: Rise of the Cults,6.66
10512,The Walking Dead: The Board Game,5.73
10513,Song of Drums and Shakos,7.51
10514,Libertalia: Winds of Galecrest,6.99
10515,Darkness,7.29
10516,Outer Earth,6.62
10517,Экивоки,6.42
10518,The Toledo War,6.85
10519,Magic: The Gathering – Duel Decks: Nissa vs. Ob Nixilis,7.35
10520,Pungi,6.23
10521,Fjords,7.34
10522,Flying Lead,7.36
10523,Krosmaster: Arena – Duel Pack 2,7.11
10524,Geek Out!,5.70
10525,Australian Railways,7.03
10526,Mago Magino,6.12
10527,Wabbit Wampage,5.99
10528,Magnet,6.21
10529,Rey Paparajote,7.14
10530,One Week Ultimate Werewolf,5.85
10531,Alaska,5.84
10532,Red Dragon / Green Crescent,6.96
10533,Veritas,6.64
10534,With It Or On It,7.85
10535,Inside Pitch Baseball,8.24
10536,Cortex Challenge KIDS,6.29
10537,Desert Island,6.29
10538,Endure the Stars 1.5,7.18
10539,Super Goal!,6.42
10540,Serbia the Defiant / Romania: Transylvanian Gambit,7.61
10541,INWO SubGenius,6.07
10542,La Loire,6.17
10543,Zoff im Hühnerhof,6.52
10544,Marvel Dice Throne,8.20
10545,Last Days: Zombie Apocalypse,7.73
10546,Mooncake Master,6.57
10547,Age of Exploration,6.02
10548,Expedite,7.18
10549,Ace Detective,6.00
10550,Infinities: Defiance of Fate,7.11
10551,1812: The Campaign of Napoleon in Russia,6.87
10552,Magus: Aura Mortis,7.54
10553,Everything Lost,8.26
10554,Risk: Mass Effect Galaxy at War Edition,6.81
10555,Hell Hath No Fury,6.85
10556,"Alexandria, 1801",7.39
10557,Castle Rampage,5.99
10558,Slap .45,6.37
10559,RATS: High Tea at Sea,7.00
10560,Gamedec,6.55
10561,A las Barricadas!,7.12
10562,Watten,7.08
10563,Kleine Helden,6.12
10564,Elixir,5.99
10565,Heart of Oak: Naval Miniatures Rules for the Age of Fighting Sail,7.45
10566,Spy Web,6.15
10567,SeaSim,5.97
10568,Yom Kippur,6.97
10569,"Warhammer 40,000: Kill Team",7.00
10570,MechWar '77: Tactical Armored Combat in the 1970's,6.25
10571,Deadlands: The Great Rail Wars,6.82
10572,Papageno,6.56
10573,Star Viking,6.54
10574,Four against the Great Old Ones,8.00
10575,Gear & Piston,5.73
10576,Santa Cookie Elf Candy Snowman,7.17
10577,Deluxe G.E.V.,7.51
10578,The Dauphin and the Sword,7.91
10579,Bandada,6.87
10580,Champions of the Galaxy,8.17
10581,Guerra de Mitos IV,7.96
10582,Sector 6,6.07
10583,Diam,6.16
10584,South Mountain,6.88
10585,Warlord,7.08
10586,Chef Alfredo,6.02
10587,Scrabble Flash,5.78
10588,Mia London and the Case of the 625 Scoundrels,6.50
10589,Curli Kuller,6.63
10590,Burgenland,6.10
10591,Burg der 1000 Spiegel,5.95
10592,Great War at Sea: U.S. Navy Plan Black,6.69
10593,Patton's First Victory: Tunisia,7.11
10594,Gates of Mara,7.14
10595,The African Campaign,6.54
10596,Storm Over Scandinavia,7.38
10597,Flying Carpet,5.82
10598,Expedition Sumatra,6.16
10599,Manno Monster,6.36
10600,"7 Symbols, and 7 Nations",7.16
10601,Domain,6.12
10602,Mystick Domination,6.43
10603,1834,7.33
10604,Radiant,7.00
10605,Corruption,5.82
10606,12 Patrols,6.56
10607,Dirty Fridge,8.13
10608,Deep Space D-6: Armada,6.64
10609,Das GROSSE und das kleine A,6.46
10610,Indus 2500 BCE,7.57
10611,A Bridge Too Far: Operation Market Garden,6.98
10612,Spanish Main,6.56
10613,Dice Academy,6.27
10614,"June '44: The Struggle for Normandy, 1944",7.34
10615,Super Farmer: The Card Game,7.82
10616,The Battle of the Little Bighorn,7.56
10617,Shinobi: War of Clans,6.03
10618,Moonstone,8.66
10619,Battleground Fantasy Warfare: Dwarves of Runegard,7.44
10620,Shadows Upon Lassadar,6.67
10621,Legend of Zagor,6.10
10622,Kullerhexe,6.75
10623,Paper 'Mech,7.75
10624,Warfare in the Age of Reason,7.52
10625,Incubation,6.18
10626,Tony & Tino,5.86
10627,Phantom,6.35
10628,Command at Sea: 4th Edition – War at Sea 1926-1955,8.04
10629,Futboard,7.20
10630,Speakeasy,6.31
10631,Gambler × Gamble!,6.59
10632,Polite Society: The Jane Austen Board Game,6.75
10633,The King Commands,5.92
10634,Pitch'n Dunk,7.69
10635,1862,7.35
10636,Attack of the 50 Foot Colossi!,7.70
10637,China: The Middle Kingdom,6.75
10638,Ocean Limbo,6.15
10639,The Third Winter: The Battle for the Ukraine September 1943-April 1944,9.03
10640,"Jacob Marley, Esq.",6.25
10641,Ecologies,7.36
10642,Keep the Heroes Out!,8.15
10643,Battlefields of Olympus,6.16
10644,Władca Areny,6.72
10645,Il Cucco,6.21
10646,Cannon Buster,6.82
10647,Junior Labyrinth,5.70
10648,Party Bugs,6.34
10649,10 Gallon Tank,6.84
10650,Lost Cities: Auf Schatzsuche,6.55
10651,Skirmish Wars: Advance Tactics,7.47
10652,The Blessed Dark,6.96
10653,Breaking the Chains: War in the South China Sea,6.67
10654,Namibia,6.21
10655,Anno Domini: Showbizz,6.83
10656,Thunder's Edge,6.16
10657,GoTown,6.07
10658,ElfBall,7.15
10659,Greentown,6.19
10660,Professor Pünschge,6.13
10661,Det dårlige selskab,6.33
10662,Wilderness Empires,7.00
10663,Lincoln's War,6.33
10664,Sleepers,7.78
10665,*Star,7.62
10666,Kazaam,6.36
10667,Fast Drive Football,8.79
10668,Micro Monsters,6.64
10669,On the Cards,6.56
10670,"Musket & Pike: Tactical Combat, 1550-1680",6.65
10671,Velikye Luki,7.43
10672,Code Cracker,6.00
10673,Partizan!,7.37
10674,Hunters of Arcfall,6.06
10675,Five Seals of Magic,6.05
10676,Robin,5.84
10677,Pingyao: First Chinese Banks,7.36
10678,Chromino,5.82
10679,Factory 42,7.02
10680,Stargard Solstice,8.31
10681,Overload,6.40
10682,Rifugio,6.52
10683,Central America,6.01
10684,Terra,5.72
10685,Auf Fotosafari in Ombagassa,6.91
10686,Creepy Falls,6.54
10687,oddball Aeronauts 2: Double the Trouble,6.52
10688,Amphipolis,6.20
10689,Das Labyrinth des Pharao,6.60
10690,Eclipse,6.14
10691,"Yalu: The Chinese Counteroffensive in Korea, November 1950 to May 1951",7.14
